icpsr2,year,alpha_st,anti_inst,policy,pos_affect,posAffPer,neg_affect,num_tweets,dist,congress,nominate_dim1,nominate_dim2,democrat,seniority,st,op_ideo,pid7,ideo5,white,hispanic,educ,faminc,unionmember,approval_pres,approval_rep,count,name,pop,college,ageless18,age65plus,poverty,black,white_acs,hispanic_acs,unemp_clf,armedforces,nilf,medinc,gini,foreignborn,Incumbent,Party,Biden,Trump20,Clinton,Trump16,Obama,Romney,dempvote20,dempvote16,dempvote12,namedem12016,votesdem12016,namedem22016,votesdem22016,namerep12016,votesrep12016,namerep22016,votesrep22016,totalvotes2016,namedem12018,votesdem12018,namedem22018,votesdem22018,namerep12018,votesrep12018,namerep22018,votesrep22018,totalvotes2018,namedem12020,votesdem12020,namedem22020,votesdem22020,namerep12020,votesrep12020,namerep22020,votesrep22020,totalvotes2020,demHvote2016,uncontested2016,demHvote2018,uncontested2018,demHvote2020,uncontested2020,incumbentD2016,incumbloseD2016,runoffD2016,PRIMARYD2016,GENERALD2016,wongeneralD2016,numcandsD2016,incumbentR2016,incumbloseR2016,runoffR2016,PRIMARYR2016,GENERALR2016,wongeneralR2016,numcandsR2016,incumbentD2018,incumbloseD2018,runoffD2018,PRIMARYD2018,GENERALD2018,wongeneralD2018,numcandsD2018,incumbentR2018,incumbloseR2018,runoffR2018,PRIMARYR2018,GENERALR2018,wongeneralR2018,numcandsR2018,incumbentD2020,incumbloseD2020,runoffD2020,PRIMARYD2020,GENERALD2020,wongeneralD2020,numcandsD2020,incumbentR2020,incumbloseR2020,runoffR2020,PRIMARYR2020,GENERALR2020,wongeneralR2020,numcandsR2020,primaryvote2016,primarychall2016,primaryvote2018,primarychall2018,primaryvote2020,primarychall2020,primvote,primchal,demHvote2016_2,demHvote2018_2,demHvote2020_2,dempvote16_2,trumpy,demHvote,dem_normal,economic,y1,y2,y3,y4,y5,y6,y7,affect
21736,2017,VA,100,0.7387096774,32,0.05161290323,142,620,4,115,-0.381,-0.017,1,1,VA,-0.11643379,4.036793123,3.152478606,0.62850326,0.02759589131,0.2523938645,5.26927471,0.23086868,2.534344095,2.857725253,54,"Congressional District 4 (116th Congress), Virginia",770323,0.18659604,0.2112789,0.14394741,0.13250805,0.43044671,0.52018052,0.056838494,0.061543547,0.02103214,0.36376593,0.30542001,0.4691,0.051761404,Donald McEachin,(D),61.8,36.8,58.7,37.1,60.3,38.5,0.62677485,0.61273485,0.61032391,A DONALD MCEACHIN,200136,,,"MICHAEL L ""MIKE"" WADE",145731,,,346656,A DONALD MCEACHIN,187642,,,RYAN A MCADAMS,107706,,,299854,A DONALD MCEACHIN,241142,,,LEON BENJAMIN SR,149625,,,391345,0.57865018,0,0.63532513,0,0.61709917,0,0,,,0.7534969481,0.5772615439,1,2,0,,,0.6402619078,0.42033868,0,2,1,,,,0.625746576,1,0,0,,,0.7255364985,0.3591768406,0,2,1,,,0.7994857244,0.6161877627,1,2,0,,,,0.3823352796,0,0,0.75349694,2,1,0,0.79948574,2,0.75349694,2,0.33483604,0.40363804,0.38081139,0.37544399,-0.0024109483,0.57865018,0.61661118,-0.54720366,0,1,0,0,0,0,0,0.28064516
21721,2017,VA,5,0.4954627949,21,0.03811252269,65,551,5,115,0.931,-0.365,0,1,VA,-0.057245329,3.334111263,2.743185268,0.78517306,0.01594807361,0.2623241006,5.742968852,0.17298825,2.423213826,2.922035237,61,"Congressional District 5 (116th Congress), Virginia",735069,0.16536959,0.19755016,0.19959079,0.12496922,0.2099558,0.75255793,0.03850659,0.043999091,0.0030239737,0.41883558,0.29369,0.47979999,0.045142699,Bob Good,(R),45.1,53.6,42.3,53.4,45.9,52.5,0.45694023,0.44200626,0.46646342,JANE D DITTMAR,148339,,,TOM A GARRETT JR,207758,,,356756,LESLIE C COCKBURN,145040,,,DENVER L RIGGLEMAN III,165339,,,310926,B CAMERON WEBB,190315,,,"ROBERT G ""BOB"" GOOD",210988,,,402317,0.41656908,0,0.46729967,0,0.47424266,0,0,,,,0.4157891049,0,0,0,,,,0.5823385141,1,0,0,,,,0.4664730533,0,0,1,1,,,0.5317580541,1,0,0,,,0.6654393398,0.4730473731,0,4,1,1,,,0.5244322263,1,0,1,0,1,0,1,0,1,0,0.1735298,0.21836898,0.2249061,0.19536953,0.024457157,0.41656908,0.45513663,-0.21121499,0,1,0,0,0,0,0,0.15607986
39308,2017,VA,28,0.6940298507,26,0.06467661692,19,402,6,115,0.496,-0.002,0,13,VA,0.14676496,4.036408303,3.437966712,0.75561678,0,0.3066547953,5.180509063,0.20085037,2.867505761,3.026594601,47,"Congressional District 6 (116th Congress), Virginia",753338,0.16930015,0.2023076,0.18114711,0.12479657,0.13088016,0.82809842,0.055697441,0.0453768,0.0016490853,0.39240372,0.28413001,0.44639999,0.054599661,Ben Cline,(R),38.6,59.8,34.9,59.7,39.5,58.8,0.39227644,0.36892179,0.40183112,KAI E DEGNER,112170,,,BOB GOODLATTE,225471,,,338409,JENNIFER LYNN LEWIS,113133,,,BEN L CLINE,167957,,,281377,NICHOLAS A BETTS,134729,,,BEN CLINE,246606,,,381813,0.33221677,0,0.40247962,0,0.35330877,0,0,,,,0.3314167868,0,0,1,,,0.7791680341,0.6661752192,1,2,0,,,0.4766110756,0.4020248181,0,4,0,,,,0.5968451501,1,0,0,,,,0.3528664556,0,0,1,,,,0.6458816227,1,0,0.77916801,2,1,0,1,0,0.77916801,2,0.11036798,0.16198984,0.12482709,0.13610329,0.032909334,0.33221677,0.38767645,-0.28520134,0,1,0,0,0,0,0,0.1119403
21553,2017,VA,5,0.5593220339,6,0.05084745763,19,118,7,115,0.829,-0.325,0,3,VA,-0.18054995,3.697872078,3.063742347,0.61739242,0,0.4849210341,7.23974113,0.29837307,2.284601144,2.887380962,59,"Congressional District 7 (116th Congress), Virginia",785194,0.2442331,0.23256163,0.15586084,0.070229776,0.19678703,0.7064929,0.074761145,0.044757985,0.0029733975,0.33075273,0.39278999,0.4341,0.098705545,Abigail Spanberger,(D),49.8,48.7,44,50.5,44.1,54.6,0.50558376,0.46560848,0.44680852,EILEEN M BEDELL,160159,,,DAVE BRAT,218057,,,379163,ABIGAIL A SPANBERGER,176079,,,DAVE A BRAT,169295,,,349803,ABIGAIL DAVIS SPANBERGER,230893,,,NICK J FREITAS,222623,,,454339,0.42345908,0,0.50982124,0,0.50911766,0,0,,,,0.4223502079,0,0,1,,,,0.5750311833,1,0,0,,,0.725299205,0.5033258916,1,2,1,,,,0.4839336708,0,0,1,,,,0.5081954224,1,0,0,,,,0.4899931549,0,0,1,0,,2,,0,1,0,0.17931759,0.25991771,0.25920078,0.21679126,-0.018799961,0.42345908,0.47266692,1.8131381,0,1,0,0,0,0,0,0.21186441
21554,2017,VA,374,0.7393221913,107,0.02483751161,2214,4308,8,115,-0.386,-0.054,1,2,VA,-0.29809174,2.890454335,2.823717418,0.87227809,0.03191817322,0.6841693023,9.636670422,0.17966202,1.638410593,3.727582651,34,"Congressional District 8 (116th Congress), Virginia",798227,0.30121627,0.21102895,0.11628522,0.075432174,0.16008854,0.63202822,0.18937846,0.034503885,0.026551997,0.2410236,0.57823002,0.44010001,0.28995886,Don Beyer,(D),77.6,21.1,73.5,20.9,67.8,31,0.78622085,0.77860171,0.68623483,DONALD S BEYER JR,246653,,,CHARLES A HERNICK,98387,,,360676,DONALD S BEYER JR,247137,,,THOMAS S OH,76899,,,324748,DONALD S BEYER JR,301454,,,JEFF A JORDAN,95365,,,397745,0.71485335,0,0.76268375,0,0.75967634,0,1,,,,0.6838422233,1,0,0,,,,0.2727766734,0,0,1,,,,0.7610069284,1,0,0,,,,0.2367944573,0,0,1,,,,0.7579077047,1,0,0,,,,0.2397641705,0,0,1,0,1,0,1,0,1,0,0.5110153,0.5816865,0.57710814,0.6062206,-0.092366874,0.71485335,0.75035244,3.8909192,0,1,0,0,0,0,0,0.53876507
21191,2017,VA,1,0.4150943396,9,0.08490566038,4,106,9,115,0.535,-0.403,0,4,VA,-0.00011324634,4.199702079,3.435038254,0.77393121,0,0.1403180992,4.244959536,0.22143862,3.279478224,2.935146918,65,"Congressional District 9 (116th Congress), Virginia",707798,0.1244235,0.18395926,0.19999774,0.16850005,0.062099639,0.90911812,0.023674835,0.05406858,0.0019648524,0.47829649,0.23833001,0.47009999,0.025921237,Morgan Griffith,(R),28.4,70.4,27.3,68.8,34.9,63.1,0.28744939,0.28407907,0.35612243,DEREK W KITTS,87877,,,H MORGAN GRIFFITH,212838,,,310314,ANTHONY J FLACCAVENTO,85833,,,H MORGAN GRIFFITH,160933,,,246980,,,,,H MORGAN GRIFFITH,271851,,,289274,0.29222685,0,0.34783155,0,0,1,0,,,,0.2831754891,0,0,1,,,,0.6858507316,1,0,0,,,0.7864297726,0.3475175008,0,2,1,,,,0.651579625,1,0,,,,,,,,1,,,,0.9397699067,1,0,1,0,1,0,1,0,1,0,0.085396536,0.12098678,0,0.080700919,0.072043359,0.29222685,0.30921698,-1.776412,0,1,0,0,0,0,0,0.12264151
21555,2017,VA,9,0.4322169059,26,0.04146730463,25,627,10,115,0.276,0.389,0,2,VA,0.29376876,4.467197086,3.425649577,0.75698185,0.02664750785,0.6130223864,8.552631426,0.23772295,3.249306693,3.442188357,52,"Congressional District 10 (116th Congress), Virginia",838538,0.305188,0.26478705,0.1210297,0.040966541,0.088397905,0.70005417,0.13617511,0.033741623,0.0056611882,0.2871263,0.53549999,0.42640001,0.21725073,Jennifer Wexton,(D),58.9,39.6,52.2,42.2,48.8,49.9,0.59796953,0.55296612,0.49442756,LUANN L BENNETT,187712,,,BARBARA COMSTOCK,210791,,,400083,JENNIFER T WEXTON,206356,,,BARBARA J COMSTOCK,160841,,,367795,JENNIFER WEXTON,268734,,,ALISCIA N ANDREWS,206253,,,475546,0.47104287,0,0.56197625,0,0.56577128,0,0,,,,0.4691427757,0,0,1,,,,0.5268234042,1,0,0,,,0.4188163601,0.5610320406,1,6,1,,,0.6070041415,0.4372877669,0,2,1,,,,0.5651062148,1,0,0,,,,0.4337182943,0,0,1,0,0.60700417,6,,0,1,0,0.22188139,0.3158173,0.32009715,0.30577153,-0.058538556,0.47104287,0.5484544,4.0445008,0,1,0,0,0,0,0,0.081339709
20952,2017,VA,61,0.6126482213,9,0.01778656126,166,506,11,115,-0.306,-0.019,1,5,VA,-0.15743998,3.009246967,2.853315916,0.51567513,0.03217389241,0.5114714316,8.245801108,0.28907907,2.307765321,3.025902392,57,"Congressional District 11 (116th Congress), Virginia",793878,0.29733366,0.23849256,0.11806852,0.063726418,0.15267837,0.5657708,0.18881616,0.042585239,0.012335896,0.27607459,0.50898999,0.40880001,0.3163068,Gerry Connolly,(D),70.3,28.3,66.9,27.5,62.5,36.3,0.71298176,0.70868641,0.63259107,GERALD E CONNOLLY,247818,,,,,,,282003,GERALD EDWARD CONNOLLY,219191,,,JEFF A DOVE JR,83023,,,308250,GERALD E CONNOLLY,280725,,,MANGA A ANANTATMULA,111380,,,393241,1,1,0.7252841,0,0.71594346,0,1,,,,0.8777849406,1,0,,,,,,,,1,,,,0.7110288608,1,0,0,,,,0.2693164825,0,0,1,,,0.775984427,0.7138752063,1,2,0,,,,0.28323598,0,0,1,0,1,0,0.77598441,2,1,0,1,0.52603704,0.51257503,0.50223643,-0.076095343,1,0.68475306,3.2555757,0,1,0,0,0,0,0,0.34584981
20750,2017,VT,9,0.7254901961,13,0.0637254902,28,204,1,115,-0.407,-0.356,1,6,VT,-0.12602618,3.591980001,2.81476035,0.97511035,0,0.1421224238,5.68523957,0.31372768,1.985554032,3.684846012,37,"Congressional District (at Large) (116th Congress), Vermont",624313,0.22480135,0.18685178,0.18782887,0.1012553,0.019354073,0.94164789,0.019281995,0.036100671,0.0016991682,0.34521624,0.32054999,0.44839999,0.046976436,Peter Welch,(D),66.4,30.8,56.7,30.3,67,31.2,0.68312758,0.65172416,0.68228108,PETER WELCH,264414,,,,,,,320467,PETER WELCH,188547,,,ANYA TYNIO,70705,,,272451,PETER WELCH,238827,,,MIRIAM BERRY,95830,,,370968,1,1,0.72727311,0,0.71364713,0,1,,,0.9948987136,0.8953049767,1,1,,,,,,,,1,,,0.8396410164,0.6920400366,1,3,0,,,0.5981935799,0.2595145549,0,2,1,,,0.9545497265,0.6730723706,1,2,0,,,0.3251267198,0.2700653816,0,4,0.99489874,1,0.83964103,3,0.95454973,2,0.99489874,1,1,0.52892619,0.50929224,0.42474437,0.030556917,1,0.67237759,1.0082231,0,1,0,0,0,0,0,0.2009804
31101,2017,WA,39,0.7771317829,25,0.0484496124,106,516,1,115,-0.285,-0.203,1,4,WA,0.018739326,3.699554809,2.942673516,0.81196922,0,0.2387541954,7.162851247,0.41517204,2.55041555,3.240140445,38,"Congressional District 1 (116th Congress), Washington",754006,0.27590212,0.23341194,0.13804002,0.062783323,0.024373811,0.77286386,0.090613335,0.039377946,0.0016593308,0.33285397,0.45928001,0.43599999,0.17110077,Suzan DelBene,(D),59.1,38.2,54.1,37.8,54.1,43.3,0.60739982,0.58868337,0.5554415,SUZAN K DELBENE,193619,,,ROBERT J SUTHERLAND,155779,,,349398,SUZAN DELBENE,197209,,,JEFFREY BEELER,135534,,,332743,SUZAN K DELBENE,249944,,,JEFFREY BEELER SR,176407,,,426862,0.55415028,0,0.59267664,0,0.58623999,0,1,,,0.5354543263,0.5541502813,1,1,0,,,0.3096787522,0.4458497187,0,2,1,,,0.5930415828,0.5926766303,1,1,0,,,0.2561479991,0.4073233697,0,2,1,,,0.5539441502,0.5855381833,1,1,0,,,0.3213203187,0.4132647085,0,1,0.53545433,1,0.5930416,1,0.55394417,1,0.53545433,1,0.30708253,0.35126561,0.34367734,0.34654811,-0.033241868,0.55415028,0.58384156,2.8150432,0,1,0,0,0,0,0,0.25387597
20145,2017,WA,63,0.5026408451,16,0.01408450704,396,1136,2,115,-0.365,0.186,1,9,WA,0.2104767,4.455586986,3.59588876,0.88228655,0,0.1662424026,5.088267702,0.39367044,3.179817079,2.47422272,44,"Congressional District 2 (116th Congress), Washington",741822,0.21262321,0.2048416,0.15942234,0.097131118,0.048682839,0.76760733,0.11013693,0.048148748,0.024839282,0.35052195,0.35723999,0.4258,0.14786027,Rick Larsen,(D),62.1,35.1,56.9,34.8,59.2,38,0.6388889,0.62050164,0.60905349,RICK LARSEN,208314,,,MARC HENNEMANN,117094,,,325408,RICK LARSEN,210187,,,,,,,294833,RICK LARSEN,255252,,,TIMOTHY S HAZELO,148384,,,404598,0.64016253,0,1,1,0.63238168,0,1,,,0.5181352747,0.6401625037,1,2,0,,,0.3227553232,0.3598374963,0,1,1,,,0.648538987,0.71290188,1,2,,,,,,,,1,,,0.4851279001,0.6308780567,1,2,0,,,0.149139026,0.3667442746,0,5,0.51813525,2,0.64853901,2,0.4851279,2,0.51813525,2,0.40980807,1,0.39990658,0.38502228,-0.011448145,0.64016253,0.62281466,0.86494154,0,1,0,0,0,0,0,0.36267605
21187,2017,WA,0,0.7398373984,2,0.0162601626,1,123,3,115,0.343,-0.141,0,4,WA,0.12465571,4.227283606,3.433973995,0.82367915,0.0004978195847,0.263471009,6.195698254,0.51499718,2.89811553,3.166503287,58,"Congressional District 3 (116th Congress), Washington",730720,0.17123313,0.23274031,0.17115721,0.10199666,0.028385703,0.86398757,0.096068263,0.054108009,0.0024132428,0.39595664,0.32979,0.4341,0.086344972,Jaime Herrera Beutler,(R),46.9,50.6,42.5,49.9,47.9,49.6,0.48102564,0.45995671,0.49128205,JIM MOELLER,119820,,,JAIME HERRERA BEUTLER,193457,,,313277,CAROLYN LONG,145407,,,JAIME HERRERA BEUTLER,161819,,,307226,CAROLYN LONG,181347,,,JAIME HERRERA BEUTLER,235579,,,417903,0.38247302,0,0.47329003,0,0.43496209,0,0,,,0.2439830743,0.3824730191,0,4,1,,,0.5547672717,0.6175269809,1,1,0,,,0.3526203404,0.473290021,0,4,1,,,0.420724788,0.526709979,1,3,0,,,0.3972627715,0.4339451978,0,3,1,,,0.5623873473,0.5637169391,1,1,0.55476725,1,0.42072478,3,0.56238735,1,0.55476725,1,0.14628561,0.22400345,0.18919203,0.21156017,0.03132534,0.38247302,0.47742146,0.076413006,0,1,0,0,0,0,0,0.024390243
21556,2017,WA,1,0.6951219512,7,0.04268292683,9,164,4,115,0.333,0.276,0,2,WA,-0.019271297,4.10495837,3.100845756,0.5864926,0.02780498514,0.4529869985,6.52398531,0.50796658,2.119968222,2.891341314,25,"Congressional District 4 (116th Congress), Washington",725467,0.13282309,0.28905931,0.13736807,0.1408224,0.02141517,0.75778085,0.39175868,0.058292616,0.0015902108,0.37897789,0.28692001,0.43430001,0.16527699,Dan Newhouse,(R),39.6,57.8,35.1,57.9,37.9,59.7,0.40657085,0.37741935,0.38831967,,,,,CLINT DIDIER,97402,DAN NEWHOUSE,132517,229919,CHRISTINE BROWN,83785,,,DAN NEWHOUSE,141551,,,225336,DOUGLAS E MCKINLEY,102667,,,DAN NEWHOUSE,202108,,,305263,0,1,0.37182254,0,0.33686161,0,0,,,0.2218833163,,0,2,1,,,0.457727738,0.5763638499,1,3,0,,,0.3675565859,0.3718225228,0,1,1,,,0.6324434141,0.6281774772,1,1,0,,,0.2624812901,0.336323105,0,1,1,,,0.5735208563,0.6620782735,1,3,0.45772773,3,0.63244343,1,0.57352084,3,0.45772773,3,0,0.138252,0.11347575,0.14244537,0.010900319,0,0.39076996,-1.1478244,0,1,0,0,0,0,0,0.097560972
20535,2017,WA,32,0.8079847909,84,0.07984790875,62,1052,5,115,0.422,0.134,0,7,WA,0.054746017,4.113098145,3.041225495,0.97668409,0,0.2154631781,4.687469603,0.5379768,2.734056528,2.670937022,44,"Congressional District 5 (116th Congress), Washington",714669,0.18707539,0.2135758,0.16744675,0.13209471,0.029526956,0.87416691,0.066728793,0.05768434,0.008700287,0.40711999,0.29065001,0.45660001,0.058463428,Cathy McMorris Rodgers,(R),44,53,39.1,52.2,43.7,53.5,0.45360824,0.42825848,0.44958848,JOE PAKOOTAS,130575,,,CATHY MCMORRIS RODGERS,192959,,,323534,LISA BROWN,144925,,,CATHY MCMORRIS RODGERS,175422,,,320347,DAVE WILSON,155737,,,CATHY MCMORRIS RODGERS,247815,,,404360,0.40358973,0,0.45240006,0,0.38591558,0,0,,,0.3153752348,0.4035897309,0,1,1,,,0.4217992207,0.5964102691,1,2,0,,,0.4536275169,0.4524000537,0,1,1,,,0.4929437478,0.5475999463,1,3,0,,,0.2426673998,0.3851444258,0,2,1,,,0.5272599186,0.6128573548,1,2,0.42179921,2,0.49294373,3,0.52725995,2,0.42179921,2,0.16288467,0.20466581,0.14893083,0.18340532,0.021329999,0.40358973,0.44381839,-0.5322116,0,1,0,0,0,0,0,0.13878328
21368,2017,WA,7,0.6223404255,6,0.03191489362,14,188,6,115,-0.31,-0.016,1,3,WA,0.04059184,3.660846814,3.198318865,0.783234,0,0.2818818065,5.567671628,0.40884456,2.385643448,3.352290243,44,"Congressional District 6 (116th Congress), Washington",709226,0.1917374,0.19565554,0.19978258,0.10300948,0.057731949,0.81217414,0.076821774,0.054668825,0.049499776,0.41852966,0.32925999,0.44260001,0.06708581,Derek Kilmer,(D),57.4,39.6,51.8,39.5,56.1,41.2,0.59175259,0.56736034,0.57656729,DEREK KILMER,201718,,,TODD A BLOOM,126116,,,327834,DEREK KILMER,206409,,,DOUGLAS DIGHTMAN,116677,,,323086,DEREK KILMER,247429,,,ELIZABETH KREISELMAIER,168783,,,417216,0.6153053,0,0.63886708,0,0.59447831,0,1,,,0.5836960082,0.615305307,1,2,0,,,0.2450746408,0.384694693,0,2,1,,,0.6350287479,0.6388670509,1,1,0,,,0.3268203838,0.3611329491,0,1,1,,,0.4729781366,0.5930477259,1,2,0,,,0.270884486,0.4045458468,0,4,0.58369601,2,0.63502872,1,0.47297814,2,0.58369601,2,0.37860063,0.40815115,0.35340446,0.32189775,0.0092069507,0.6153053,0.57856005,0.22081065,0,1,0,0,0,0,0,0.10638298
21726,2017,WA,622,0.6958727231,311,0.0717085543,1432,4337,7,115,-0.681,-0.358,1,1,WA,-0.44561893,2.790166303,2.475851655,0.82817847,0.007374085783,0.5916917068,7.221462311,0.47256225,1.636990555,3.600677995,43,"Congressional District 7 (116th Congress), Washington",782676,0.35671276,0.15752111,0.13661592,0.090080701,0.060519297,0.72451055,0.078788668,0.038668856,0.0018422012,0.27660149,0.49875,0.47569999,0.17392893,Pramila Jayapal,(D),85.7,12.3,82.1,12.2,79.2,18.1,0.87448978,0.87062567,0.81397736,BRADY PINERO WALKINSHAW,166744,PRAMILA JAYAPAL,212010,,,,,378754,PRAMILA JAYAPAL,329800,,,CRAIG KELLER,64881,,,394681,PRAMILA JAYAPAL,387109,,,CRAIG KELLER,78240,,,466462,1,1,0.83561152,0,0.83186811,0,0,,,0.4211284306,0.5597564646,1,5,0,,,0.08171885417,,0,2,1,,,0.8266981891,0.8356115445,1,1,0,,,0.1733018109,0.1643884555,0,1,1,,,0.7997801278,0.8298832488,1,2,0,,,0.08129624955,0.1677307048,0,2,0.42112842,5,0.82669818,1,0.79978013,2,0.42112842,5,1,0.6982466,0.69200456,0.75798905,-0.056648314,1,0.85303092,3.4962647,0,1,0,0,0,0,0,0.4018907
20536,2017,WA,3,0.6452702703,16,0.05405405405,4,296,8,115,0.224,-0.146,0,7,WA,-0.0047712815,3.294070011,3.312281916,0.78848213,0.07637791259,0.4329054478,7.772179072,0.48855677,2.145204816,2.390105711,24,"Congressional District 8 (116th Congress), Washington",751143,0.22966722,0.24711007,0.13026148,0.078905083,0.044392347,0.75158793,0.11747696,0.043412231,0.0021262567,0.33208045,0.40485001,0.43290001,0.14318578,Kim Schrier,(D),52,45.5,47.7,44.7,49.7,48.1,0.53333336,0.51623374,0.50817996,TONY VENTRELLA,127720,,,DAVID G REICHERT,193145,,,320865,KIM SCHRIER,164089,,,DINO ROSSI,148968,,,313057,KIM SCHRIER,213123,,,JESSE JENSEN,198423,,,412112,0.39804903,0,0.52415055,0,0.51785946,0,0,,,0.1701058385,0.3980490237,0,3,1,,,0.5681774319,0.6019509763,1,1,0,,,0.187334875,0.5241505541,1,4,0,,,0.01224499403,,0,1,1,,,0.4327430072,0.517148251,1,3,0,,,0.2003888602,0.481478336,0,2,0.56817746,1,0.012244994,4,0.20038886,3,0.56817746,1,0.15844303,0.27473381,0.26817843,0.26649728,-0.0080537796,0.39804903,0.51924902,1.7121947,0,1,0,0,0,0,0,0.067567565
29768,2017,WA,30,0.8087248322,26,0.08724832215,34,298,9,115,-0.286,-0.161,1,11,WA,-0.1837329,3.669379234,2.862651271,0.83289593,0.004020406828,0.398409359,4.776733352,0.39381003,2.066181631,3.093925844,27,"Congressional District 9 (116th Congress), Washington",746443,0.26490858,0.21425213,0.13209181,0.10141029,0.14287896,0.49983588,0.12414478,0.048016153,0.0013171367,0.31168398,0.40439999,0.47620001,0.30154479,Adam Smith,(D),73.3,24.6,70.5,23.3,68.3,29.6,0.74872321,0.75159913,0.69765067,ADAM SMITH,205165,,,DOUG BASLER,76317,,,281482,ADAM SMITH,163345,SARAH SMITH,77222,,,,,240567,ADAM SMITH,258771,,,DOUG BASLER,89697,,,349050,0.72887433,0,1,1,0.74259615,0,1,,,0.5627825445,0.7288743152,1,3,0,,,0.2335673368,0.2711256848,0,1,1,,,0.4842260972,0.6790000291,1,2,0,,,0.2471335669,,0,1,1,,,0.7358826235,0.7413579716,1,1,0,,,0.1562880637,0.2569746455,0,2,0.56278253,3,0.48422611,2,0.73588264,1,0.56278253,3,0.53125781,1,0.55144906,0.56490123,-0.053948462,0.72887433,0.73265767,1.6114144,0,1,0,0,0,0,0,0.20134228
21369,2017,WA,10,0.6876971609,5,0.01577287066,55,317,10,115,-0.312,-0.128,1,3,WA,-0.20595242,3.152796805,2.934208996,0.68186182,0.01201272342,0.2772927303,5.907558197,0.59650224,1.647523509,3.090899019,42,"Congressional District 10 (116th Congress), Washington",747935,0.18526536,0.23477307,0.14155374,0.10387534,0.094686039,0.72521943,0.11819075,0.060377035,0.049791843,0.35790515,0.35576001,0.41319999,0.10256239,Marilyn Strickland,(D),56.2,40.7,51.3,39.9,56.3,41.1,0.57997936,0.5625,0.57802874,DENNY HECK,170460,,,JIM POSTMA,120104,,,290564,DENNY HECK,166215,,,JOSEPH BRUMBLES,103860,,,270075,BETH DOGLIO,121040,MARILYN STRICKLAND,167937,,,,,340407,0.58665216,0,0.61544013,0,1,1,1,,,0.465339647,0.5866521661,1,2,0,,,0.3673783982,0.4133478339,0,1,1,,,0.5815732743,0.6154401555,1,1,0,,,0.3189240979,0.3845598445,0,1,0,,,0.2034849249,0.4933417938,1,8,0,,,0.1136627109,,0,8,0.46533966,2,0.58157325,1,0.20348492,8,0.46533966,2,0.34416077,0.37876657,1,0.31640625,0.015528738,0.58665216,0.57350272,0.1797768,0,1,0,0,0,0,0,0.18927445
29939,2017,WI,79,0.7865748709,82,0.04704532415,235,1743,1,115,0.556,-0.25,0,10,WI,0.032499921,4.163955133,3.024267925,0.92191362,0.02346160629,0.2507865889,6.156543397,0.60335851,2.57930832,2.583126286,57,"Congressional District 1 (116th Congress), Wisconsin",718226,0.19132432,0.22766371,0.16182093,0.086638466,0.069221944,0.87199014,0.098860249,0.044460412,0.0017211207,0.33767152,0.34856999,0.4303,0.053739354,Bryan Steil,(R),44.7,53.9,42.3,52.6,47.4,51.6,0.45334685,0.44573236,0.47878787,RYAN SOLEN,107003,,,PAUL D RYAN,230072,,,354245,RANDY BRYCE,137508,,,BRYAN STEIL,177492,,,325317,ROGER POLACK,163170,,,BRYAN STEIL,238271,,,401754,0.31744567,0,0.43653333,0,0.40646073,0,0,,,0.5886918406,0.3020593092,0,2,1,,,0.8405843823,0.649471411,1,2,0,,,0.5953070068,0.4226892539,0,2,0,,,0.5152480731,0.5455970638,1,6,0,,,0.5807548315,0.4061440583,0,2,1,,,0.9967577468,0.593076858,1,1,0.8405844,2,0.51524806,6,0.99675775,1,0.8405844,2,0.10077175,0.19056135,0.16521032,0.19867733,0.033055514,0.31744567,0.45928901,0.85072458,0,1,0,0,0,0,0,0.18187034
21370,2017,WI,112,0.6211453744,43,0.04735682819,462,908,2,115,-0.535,-0.554,1,3,WI,-0.26046744,3.221214707,2.760628384,0.87875497,0.01168692115,0.6031382082,6.751910361,0.46218088,2.04437196,3.225837548,60,"Congressional District 2 (116th Congress), Wisconsin",762159,0.25724137,0.21360897,0.14397784,0.10338131,0.059676524,0.85845208,0.065126829,0.029018138,0.0016293967,0.29016942,0.36763,0.4404,0.07343743,Mark Pocan,(D),69.4,29.2,65.8,29,68.3,30.5,0.70385396,0.69409281,0.69129556,MARK POCAN,273537,,,PETER THERON,124044,,,398060,MARK POCAN,309116,,,,,,,317295,MARK POCAN,318523,,,PETER THERON,138306,,,457205,0.68800318,0,1,1,0.69724774,0,1,,,0.9945028947,0.6871753002,1,1,0,,,0.9938972576,0.3116213636,0,1,1,,,0.9968514834,0.9742227265,1,1,,,,,,,,1,,,0.9959616355,0.6966743583,1,1,0,,,0.9973491676,0.3025032535,0,1,0.9945029,1,0.9968515,1,0.99596161,1,0.9945029,1,0.47334838,1,0.48615441,0.48176482,-0.002797246,0.68800318,0.69641411,1.8125701,0,1,0,0,0,0,0,0.55616742
